Tijdslot,Zaal,Vak,Activiteit,Student
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Saba Bhaggoe
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Graciella van der Plas
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Ethan Broer
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Mattie Eisinga
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Rika Buizer
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Naciye van Eert
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Paulette van de Wardt
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Emil Bergmans
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Marrit Speelman
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Lamia Mok
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Amos van den Oord
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Ludovicus Eissens
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Valery Majoor
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Maan ten Pas
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Rayen van de Kruijs
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Samentha Toren
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Levien Selten
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Romaisa Oostvogels
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Jort Vries
monday 11-13,C0.110,Kansrekenen 2,Lecture 1,Rochelle Thielen
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Silvie Thoma
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Taeke Renes
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Thys Kersten
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Pleun ter Heide
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Olle Hamhuis
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Anjana Bloemsma
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Hui van Zeijl
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Enrique van den Born
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Hanan Lathouwers
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Sahar Hamstra
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Wissal Ankone
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Harwin van Loon
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Johanne Holstein
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Rafaela Polfliet
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Annemarie Vooijs
monday 13-15,A1.04,Technology for games,Lecture 1,Maritha van der Niet
monday 13-15,A1.04,Technology for games,Lecture 1,Kavish Versteeg
monday 13-15,A1.04,Technology for games,Lecture 1,Elske van Suijlekom
monday 13-15,A1.04,Technology for games,Lecture 1,Walther van Halteren
monday 13-15,A1.04,Technology for games,Lecture 1,Jorg 't Lam
monday 13-15,A1.04,Technology for games,Lecture 1,Bahattin Geelen
monday 13-15,A1.04,Technology for games,Lecture 1,Djura Kol
monday 13-15,A1.04,Technology for games,Lecture 1,Catherine Hoornstra
monday 13-15,A1.04,Technology for games,Lecture 1,Redouane Paijmans
monday 13-15,A1.04,Technology for games,Lecture 1,Nikolas Jansema
monday 13-15,A1.04,Technology for games,Lecture 1,Yaro Kamp
monday 13-15,A1.04,Technology for games,Lecture 1,Lucienne Caris
monday 13-15,A1.04,Technology for games,Lecture 1,Pietro Dieperink
monday 13-15,A1.04,Technology for games,Lecture 1,Renco van Weel
monday 13-15,A1.04,Technology for games,Lecture 1,Albertien de Hoogh
monday 13-15,A1.04,Technology for games,Lecture 1,Btissam van den Boer
monday 13-15,A1.04,Technology for games,Lecture 1,Abdelkader Gijbels
monday 13-15,A1.04,Technology for games,Lecture 1,Andre Putters
monday 13-15,A1.04,Technology for games,Lecture 1,Gabe Haarman
monday 13-15,A1.04,Technology for games,Lecture 1,Sherman Vervaart
monday 13-15,A1.04,Technology for games,Lecture 1,Emrah Schrama
monday 13-15,A1.04,Technology for games,Lecture 1,Harwin van Loon
monday 13-15,A1.04,Technology for games,Lecture 1,Aya Woertman
monday 13-15,A1.04,Technology for games,Lecture 1,Doede Duiveman
monday 13-15,A1.04,Technology for games,Lecture 1,Rika Buizer
monday 13-15,A1.04,Technology for games,Lecture 1,Fauve Neve
monday 13-15,A1.04,Technology for games,Lecture 1,Sanne van Sleeuwen
monday 13-15,A1.04,Technology for games,Lecture 1,Judi Hamers
monday 13-15,A1.04,Technology for games,Lecture 1,Hanne Brans
