Tijdslot,Zaal,Vak,Activiteit,Student 
wednesday 11-13,A1.08,Project Genetic Algorithms,Lab 1,Carmela van Gerwen
wednesday 11-13,A1.08,Project Genetic Algorithms,Lab 1,Marrit Speelman
wednesday 11-13,A1.08,Project Genetic Algorithms,Lab 1,Jory Leijenaar
wednesday 11-13,A1.08,Project Genetic Algorithms,Lab 1,Maurice Lima
wednesday 11-13,A1.08,Project Genetic Algorithms,Lab 1,Matisse Weij
wednesday 11-13,A1.08,Project Genetic Algorithms,Lab 1,Manuel de Boon
wednesday 11-13,A1.08,Project Genetic Algorithms,Lab 1,Servet Sijmons
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Rika Buizer
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Nikolas Jansema
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Yaro Kamp
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Djura Kol
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Judi Hamers
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Gabe Haarman
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Bahattin Geelen
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Jorg 't Lam
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Btissam van den Boer
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Bert Grooteman
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Randell Nieman
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Hanne Brans
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Catherine Hoornstra
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Buck Lantinga
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Walther van Halteren
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Diemer Fokkens
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Pietro Dieperink
wednesday 11-13,A1.10,Technology for games,Tutorial 2,Emrah Schrama
wednesday 11-13,B0.201,Empty,,
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Lucienne Caris
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Manuel de Boon
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Karam Rinkel
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Cheyenna Reuvekamp
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Laurent Wallenburg
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Narin Boshuis
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Julot van Teeffelen
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Inas Niezen
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Yuna Winkelaar
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Aynel van der Marel
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Ziya Rooijmans
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Gabriella Yazici
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Lisse Moes
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Desiree Potgieter
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Deejay van der Geer
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Andre Dieters
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Vincentius Pater
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Frederic IJkema
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Jodi van Riel
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Fredrika Lopez
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Wytske Buining
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Solane Paulissen
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Tevfik Rothuizen
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Ethan Broer
wednesday 11-13,C0.110,Algoritmen en complexiteit,Lab 1,Angle Berentsen
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Nalinie van Ierland
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Sanne Lentz
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Sayfeddine Wolswijk
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Hedwich Toetenel
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Marck Soekhai
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Christal Hoogerbrugge
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Chelly van der Doelen
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Malte Zondag
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Abram van Mierlo
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Christianus Laman
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Fransiscus Zagers
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Maritte Gok
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Jildou Corvers
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Vinod Velt
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Marilene van Santen
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Kyra Huibers
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Johannes van der Plaats
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Tian Berkers
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Yaro Kamp
wednesday 11-13,C1.112,Webprogrammeren en databases,Tutorial 1,Patric Geluk
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Leida van de Ridder
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Owen Jama
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Ludovicus Eissens
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Vasco Waninge
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Resul Kuijpers
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Sola Droog
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Raven Elissen
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Abdul van der Meeren
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Yde Christiaens
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Fedoua van Poorten
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Ard Tielemans
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Mouna Lathouwers
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Haroun Lemaire
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Jarik Blikman
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Demelza van Kommer
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Djura Kol
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Kaoutar Philips
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Patricia Sier
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Bodie Metselaar
wednesday 13-15,A1.04,Bioinformatica,Tutorial 2,Hanan Lathouwers
wednesday 13-15,A1.06,Autonomous Agents 2,Tutorial 2,Esmee Hooijmaijers
wednesday 13-15,A1.06,Autonomous Agents 2,Tutorial 2,Umar Grift
wednesday 13-15,A1.06,Autonomous Agents 2,Tutorial 2,Filipe Wiersema
wednesday 13-15,A1.06,Autonomous Agents 2,Tutorial 2,Tarah Broerse
wednesday 13-15,A1.06,Autonomous Agents 2,Tutorial 2,Bo Hilhorst
wednesday 13-15,A1.06,Autonomous Agents 2,Tutorial 2,Emrah Schrama
wednesday 13-15,A1.06,Autonomous Agents 2,Tutorial 2,Andre Putters
wednesday 13-15,A1.06,Autonomous Agents 2,Tutorial 2,Abdallah Beulen
wednesday 13-15,A1.06,Autonomous Agents 2,Tutorial 2,Resul Kuijpers
wednesday 13-15,A1.06,Autonomous Agents 2,Tutorial 2,Tamimount van Herten
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Djura Kol
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Sola Droog
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Leida van de Ridder
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Sarena Tjeerdsma
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Owen Jama
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Valery Majoor
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Cyrina Brasser
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Shawny van de Pol
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Fatime Rodenburg
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Julot van Teeffelen
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Keely Ursem
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Ilyass Broeks
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Jonah Teuben
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Fedoua van Poorten
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Vasco Waninge
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Jacko Wobbes
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Hanan Lathouwers
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Samyra Çetin
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Jarik Blikman
wednesday 13-15,A1.08,Bioinformatica,Lab 1,Nermin Talhaoui
wednesday 13-15,A1.10,Data Mining,Tutorial 1,Kamil Streefland
wednesday 13-15,A1.10,Data Mining,Tutorial 1,Nordin Geboers
wednesday 13-15,A1.10,Data Mining,Tutorial 1,Talha Vermeeren
wednesday 13-15,A1.10,Data Mining,Tutorial 1,Jarik Blikman
wednesday 13-15,A1.10,Data Mining,Tutorial 1,Ard Tielemans
wednesday 13-15,A1.10,Data Mining,Tutorial 1,Herwin Ester
wednesday 13-15,A1.10,Data Mining,Tutorial 1,Michal Hooiveld
wednesday 13-15,A1.10,Data Mining,Tutorial 1,Touraya van Lingen
wednesday 13-15,A1.10,Data Mining,Tutorial 1,Rivelino Goor
wednesday 13-15,A1.10,Data Mining,Tutorial 1,Deejay van der Geer
wednesday 13-15,B0.201,Project Numerical Recipes,Lab 2,Kamila van de Kruijs
wednesday 13-15,B0.201,Project Numerical Recipes,Lab 2,Fatime Rodenburg
wednesday 13-15,B0.201,Project Numerical Recipes,Lab 2,Martin Avci
wednesday 13-15,B0.201,Project Numerical Recipes,Lab 2,Roswitha van de Kuilen
wednesday 13-15,B0.201,Project Numerical Recipes,Lab 2,Tom Stokkel
wednesday 13-15,B0.201,Project Numerical Recipes,Lab 2,Patricia Sier
wednesday 13-15,B0.201,Project Numerical Recipes,Lab 2,Inger Notermans
wednesday 13-15,B0.201,Project Numerical Recipes,Lab 2,Perry Blijleven
wednesday 13-15,B0.201,Project Numerical Recipes,Lab 2,Semiha Quik
wednesday 13-15,B0.201,Project Numerical Recipes,Lab 2,Esmee Hooijmaijers
wednesday 13-15,B0.201,Project Numerical Recipes,Lab 2,Wiert Becht
wednesday 13-15,B0.201,Project Numerical Recipes,Lab 2,Renco van Weel
wednesday 13-15,B0.201,Project Numerical Recipes,Lab 2,Juliette Kant
wednesday 13-15,B0.201,Project Numerical Recipes,Lab 2,Sherman Vervaart
wednesday 13-15,B0.201,Project Numerical Recipes,Lab 2,Farhad de Kuijer
wednesday 13-15,C0.110,Informatie- en organisatieontwerp,Tutorial 2,Doede Duiveman
wednesday 13-15,C0.110,Informatie- en organisatieontwerp,Tutorial 2,Rins Oosterbeek
wednesday 13-15,C0.110,Informatie- en organisatieontwerp,Tutorial 2,Agelo van der Meer
wednesday 13-15,C0.110,Informatie- en organisatieontwerp,Tutorial 2,Gidon Baetsen
wednesday 13-15,C0.110,Informatie- en organisatieontwerp,Tutorial 2,Oumaima Donselaar
wednesday 13-15,C0.110,Informatie- en organisatieontwerp,Tutorial 2,Emrah Schrama
wednesday 13-15,C1.112,Empty,,
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Ko Droste
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Gabriella Yazici
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Cheyenna Reuvekamp
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Tevfik Rothuizen
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Aynel van der Marel
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Ard Tielemans
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Franke Stoppels
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Mattijs Baudoin
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Logan Sonnemans
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Emil Bergmans
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Desiree Potgieter
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Ziya Rooijmans
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Lisse Moes
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Saba Bhaggoe
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Chi Liebregts
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Janniek de Leest
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Laurent Wallenburg
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Inas Niezen
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Jurrian Fekkes
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Edin Bastings
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Lucienne Caris
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Berit van Ingen
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Angle Berentsen
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Timo Postuma
wednesday 15-17,A1.04,Algoritmen en complexiteit,Tutorial 1,Jenske Jongejan
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Sivar Rottier
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Dax Voskuilen
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Yarah Roest
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Aya Woertman
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Abram van Mierlo
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Djuri Korpershoek
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Rayn Bolding
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Rhona Bakkum
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Abdul van der Meeren
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Virginie Brunsveld
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Maritte Gok
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Hande Essink
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Sien van Plateringen
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Micha van Maarseveen
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Jodi van Riel
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Maureen Versantvoort
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Patryk van de Kraats
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Annigje Prinssen
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Federico Levels
wednesday 15-17,A1.06,Moderne Databases,Lab 1,Anes de Kanter
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Anes de Kanter
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Vesna Nijs
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Federico Levels
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Hande Essink
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Pearl van der Leek
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Doede Duiveman
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Frederic IJkema
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Christoffel 't Jong
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Gidon Baetsen
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Skye Tas
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Annigje Prinssen
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Nurcan Fennis
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Eylem Haas
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Marco Gilsing
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Ceciel Kentie
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Diemer Fokkens
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Elske van Suijlekom
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Nanette te Braak
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Yarah Roest
wednesday 15-17,A1.08,Moderne Databases,Tutorial 1,Annamaria Twigt
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Ravi Bauer
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Marrie Bekker
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Vivianne Buter
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Manuel de Boon
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Catherine Hoornstra
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Danique Knibbe
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Miquel Metzelaar
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Loulou Panman
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Javier Pruijmboom
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Abdeslam Ridderhof
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Tori Roeterdink
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Krijntje Rombout
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Demelza van Kommer
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Chloe Vermanen
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Maris Wielenga
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Frederikus Wullink
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Kelly Doedens
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Adil Klop
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Lisse Moes
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Vanita Yusuf
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Minoesch Scheltema
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Carmela van Gerwen
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Fae van Luttikhuizen
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Romany van Kessel
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Kimm Rienks
wednesday 15-17,A1.10,Calculus 2,Tutorial 3,Tom Stokkel
wednesday 15-17,B0.201,Data Mining,Tutorial 3,Rins Oosterbeek
wednesday 15-17,B0.201,Data Mining,Tutorial 3,Johannus van Bavel
wednesday 15-17,B0.201,Data Mining,Tutorial 3,Theadora Besemer
wednesday 15-17,B0.201,Data Mining,Tutorial 3,Kavish Versteeg
wednesday 15-17,B0.201,Data Mining,Tutorial 3,Brigitta Diallo
wednesday 15-17,B0.201,Data Mining,Tutorial 3,Ciske van Kalsbeek
wednesday 15-17,B0.201,Data Mining,Tutorial 3,Ouidad van Hall
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Geerten Elschot
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Linne de Zoete
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Rochelle Thielen
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Elbertus Tamis
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Evelyn Koelemij
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Rino Jacob
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Cherilyn van Amelsvoort
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Jonas Crombach
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Sharen Kortlever
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Deacon Gielissen
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Luca Pereira
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Dinah Ensink
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Karam Rinkel
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Meta van Marle
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Evelina Wensing
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Monika Blikman
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Amos van den Oord
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Chrystel Kalshoven
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Valery Majoor
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Donna Buurma
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Shannon Mullenders
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Walther van Halteren
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Marrit Speelman
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Skye Tas
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Romaisa Oostvogels
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Juliet Noordzij
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Mattie Eisinga
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Said van Aalderen
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Timo Postuma
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Ngoc Kropman
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Borre van Ruler
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Dorenda Malestein
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Levien Selten
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Wytse van Geest
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Rayen van de Kruijs
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Maan ten Pas
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Giedo Planken
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Jeremey Bontenbal
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Saba Bhaggoe
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Cyrano van den Eijnde
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Wafa Bart
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Btissam van den Boer
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Nyncke Brinks
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Berdina Heijman
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Zahir Poepjes
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Kamil Streefland
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Tamar Jongbloed
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Sarena Tjeerdsma
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Yi Luten
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Kaoutar Philips
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Samentha Toren
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Nadeem Lagendijk
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Esperanza Kwee
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Djamilla Wesselink
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Lamia Mok
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Le Janga
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Ethan Broer
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Amadou Boekema
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Fransiscus Zagers
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Darian van der Steege
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Matthijs Pleiter
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Paulette van de Wardt
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Jackson Scherpenzeel
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Jennie Roozendaal
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Eylem Haas
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Naciye van Eert
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Ludovicus Eissens
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Yde Christiaens
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Sayfeddine Bruijnes
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Renco van Weel
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Graciella van der Plas
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Shauny van Hezik
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Esme Karim
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Doetje Munsters
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Renze Brink
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Jo-Anne Modderkolk
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Pim Machielsen
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Jort Vries
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Angle Berentsen
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Tom Stokkel
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Rahim Kienhuis
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Samah van 't Oever
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Rika Buizer
wednesday 15-17,C0.110,Kansrekenen 2,Lecture 1,Emil Bergmans
wednesday 15-17,C1.112,Bioinformatica,Lecture 1,Bodie Metselaar
wednesday 15-17,C1.112,Bioinformatica,Lecture 1,Kaoutar Philips
wednesday 15-17,C1.112,Bioinformatica,Lecture 1,Raven Elissen
wednesday 15-17,C1.112,Bioinformatica,Lecture 1,Ard Tielemans
wednesday 15-17,C1.112,Bioinformatica,Lecture 1,Resul Kuijpers
wednesday 15-17,C1.112,Bioinformatica,Lecture 1,Ludovicus Eissens
wednesday 15-17,C1.112,Bioinformatica,Lecture 1,Demelza van Kommer
wednesday 15-17,C1.112,Bioinformatica,Lecture 1,Jacko Wobbes
wednesday 15-17,C1.112,Bioinformatica,Lecture 1,Yuri van Mourik
wednesday 15-17,C1.112,Bioinformatica,Lecture 1,Roma Rotgans
wednesday 15-17,C1.112,Bioinformatica,Lecture 1,Leida van de Ridder
wednesday 15-17,C1.112,Bioinformatica,Lecture 1,Hanan Lathouwers
