Tijdslot,Zaal,Vak,Activiteit,Student 
tuesday 9-11,B0.201,Webprogrammeren en databases,Lab 2,Nathanael Plasman
tuesday 9-11,B0.201,Webprogrammeren en databases,Lab 2,Adisa Reek
tuesday 9-11,B0.201,Webprogrammeren en databases,Lab 2,Jonah Teuben
tuesday 9-11,B0.201,Webprogrammeren en databases,Lab 2,Johannes van der Plaats
tuesday 9-11,B0.201,Webprogrammeren en databases,Lab 2,Abram van Mierlo
tuesday 9-11,B0.201,Webprogrammeren en databases,Lab 2,Marilene van Santen
tuesday 9-11,B0.201,Webprogrammeren en databases,Lab 2,Fransiscus Zagers
tuesday 9-11,B0.201,Webprogrammeren en databases,Lab 2,Jildou Corvers
tuesday 9-11,B0.201,Webprogrammeren en databases,Lab 2,Marck Soekhai
tuesday 9-11,B0.201,Webprogrammeren en databases,Lab 2,Kyra Huibers
tuesday 9-11,B0.201,Webprogrammeren en databases,Lab 2,Sanne Lentz
tuesday 9-11,B0.201,Webprogrammeren en databases,Lab 2,Tian Berkers
tuesday 9-11,B0.201,Webprogrammeren en databases,Lab 2,Nalinie van Ierland
tuesday 9-11,B0.201,Webprogrammeren en databases,Lab 2,Hedwich Toetenel
tuesday 9-11,B0.201,Webprogrammeren en databases,Lab 2,Christal Hoogerbrugge
tuesday 9-11,C0.110,Empty,,
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Fauve Neve
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Aradhna Jonkergouw
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Sanne van Sleeuwen
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Harwin van Loon
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Maritha van der Niet
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Enrique van den Born
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Andre Putters
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Doede Duiveman
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Redouane Paijmans
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Sherman Vervaart
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Aya Woertman
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Sanne Lentz
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Nadien Volman
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Abdelkader Gijbels
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Renco van Weel
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Lucienne Caris
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Albertien de Hoogh
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Kavish Versteeg
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Nygel Vaatstra
tuesday 9-11,C1.112,Technology for games,Tutorial 1,Elske van Suijlekom
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Jorike Coenen
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Gradus Dams
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Doede Duiveman
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Jaro Essink
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Dana Hoeksema
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Tea Horstink
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Titia Korbee
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Redouane Paijmans
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Farah Pastoor
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Sanja Tas
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Nygel Vaatstra
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Rayen van de Kruijs
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Geerte van der Meij
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Jos van der Zwet
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Lammigje van Loveren
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Karim Vingerhoets
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Nadien Volman
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Filipe Wiersema
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Aidan van Iwaarden
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Tom Truijen
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Leon van Maurik
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Valery Majoor
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Daisy van der Klei
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Stephano Popma
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Lucienne Caris
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Sien van Plateringen
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Abdelkader Gijbels
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Nanette te Braak
tuesday 11-13,A1.04,Compilerbouw,Lab 2,Lysbeth Keuken
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Ethan Broer
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Wytske Buining
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Andre Dieters
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Yalda Grootenboer
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Frederic IJkema
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Solane Paulissen
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Julot van Teeffelen
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Yuna Winkelaar
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Jodi van Riel
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Agelo van der Meer
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Brigitta Diallo
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Manuel de Boon
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Narin Boshuis
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Deejay van der Geer
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Fredrika Lopez
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Romy Piek
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Karam Rinkel
tuesday 11-13,A1.06,Algoritmen en complexiteit,Tutorial 2,Vincentius Pater
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Edin Bastings
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Brigitta Diallo
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Ko Droste
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Yalda Grootenboer
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Logan Sonnemans
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Ard Tielemans
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Saba Bhaggoe
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Jurrian Fekkes
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Jenske Jongejan
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Franke Stoppels
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Chi Liebregts
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Mattijs Baudoin
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Janniek de Leest
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Agelo van der Meer
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Romy Piek
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Berit van Ingen
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Timo Postuma
tuesday 11-13,A1.08,Algoritmen en complexiteit,Lab 2,Emil Bergmans
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Mellanie Zhang
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Djamilla Wesselink
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Marianka Selten
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Jodi van Riel
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Sherwin Lugthart
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Leida van de Ridder
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Abdul van der Meeren
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Jake Rosenbrand
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Renze Brink
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Tian Berkers
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Evelyn Koelemij
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Sergio Hijdra
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Diemer Fokkens
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Edwinus Voigt
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Jael Boutkan
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Christoffel 't Jong
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Jetty Haanstra
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Haiko Raaijmakers
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Nadeem Lagendijk
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Mellisa Leemburg
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Marcellus Mijnheer
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Rudolph Bosman
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Christianus Laman
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Nanette te Braak
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Gerritjan Joris
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Diny Aslan
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Juliet Noordzij
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Jenske Jongejan
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Graciella van der Plas
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Tjalle ten Pas
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Ycel van Kasteel
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Hiba Boogert
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Rijkje Groote
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Sarena Tjeerdsma
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Jimi Sips
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Rudy van de Pavert
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Wichard Stienen
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Tos van der Ster
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Arif Schrader
tuesday 11-13,A1.10,Calculus 2,Tutorial 1,Albertine Schellevis
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Mattijs Baudoin
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Lucienne Caris
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Jaro Essink
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Le Janga
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Lysbeth Keuken
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Thijn Kooyman
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Valery Majoor
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Rieke Odijk
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Redouane Paijmans
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Farah Pastoor
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Aart Pothuizen
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Olaf Sterenberg
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Nygel Vaatstra
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Daisy van der Klei
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Geerte van der Meij
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Scotty van der Stoel
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Lammigje van Loveren
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Leon van Maurik
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Enrico van Triest
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Arnela Visch
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Gradus Dams
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Meta van Marle
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Wytske Buining
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Tom Truijen
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Antonius Fleming
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Sharan Baselmans
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Dana Hoeksema
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Amadou Boekema
tuesday 11-13,B0.201,Compilerbouw,Tutorial 2,Doede Duiveman
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Danique Knibbe
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Romy Piek
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Allan Budel
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Josef van der Wiel
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Laurentia Cooijmans
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Mathyn Lamme
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Bobby Veldhuis
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Ziggy de Smit
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Adil Klop
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Romaisa Oostvogels
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Ynte van Berkom
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Yi Luten
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Maritte Gok
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,George van Dieten
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Seyit Cleven
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Vincentius Pater
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Felien Uitslag
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Jarik Blikman
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Le Janga
tuesday 11-13,C0.110,Heuristieken 2,Tutorial 1,Herman Apeldoorn
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Romaisa Oostvogels
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Corry Kroonen
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Diemer Fokkens
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Jurre van de Sanden
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Yuri van Mourik
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Ilyass Broeks
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Pleun ter Heide
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Julot van Teeffelen
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Jos van der Zwet
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Fatime Rodenburg
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Jo-Anne Modderkolk
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Samyra Çetin
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Keely Ursem
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Roma Rotgans
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Jonah Teuben
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Herwin Ester
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Sarena Tjeerdsma
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Shawny van de Pol
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Valery Majoor
tuesday 11-13,C1.112,Bioinformatica,Tutorial 1,Paulette Hunting
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Yanick Abbing
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Eyup Wesselman
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Frederic IJkema
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Geurt Nuiten
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Sonny Mol
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Ethan Broer
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Tarik van Vloten
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Patricia Sier
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Yana de Looff
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Eltjo Beunen
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Gabriella Yazici
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Rachell Smallegange
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Hananja Cramer
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Brecht Eeltink
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Rosali Heikoop
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Maron Miedema
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Fredrika Lopez
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Kavish Versteeg
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Abdallah Beulen
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Renco van Weel
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Ouidad van Hall
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Peter-Jan van Amersfoort
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Priscillia van Voorden
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Marcellus Mijnheer
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Hanan Lathouwers
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Abram van Mierlo
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Nygel Vaatstra
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Dax Voskuilen
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Lamia Mok
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Rijkje Groote
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Geerten Elschot
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Angelica Sarikaya
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Tamar Jongbloed
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Aart Pothuizen
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Yuri van Mourik
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Karam Rinkel
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Krijntje Rombout
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Pleun ter Heide
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Geerte van der Meij
tuesday 13-15,A1.04,Software engineering,Tutorial 1,Deacon Gielissen
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Riana Kampers
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Xiao Teekens
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Aart Pothuizen
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Donna Buurma
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Ervin Hartevelt
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Ceciel Kentie
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Maryam Wiegmans
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Ans van Montfort
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Abdallah Beulen
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Kyllian Bekkema
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Ihsane Wind
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Ken Borsboom
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Semiha Quik
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Andre Putters
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Djura Kol
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Mahmud Heller
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Paulette Hunting
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Maritha van der Niet
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Hanne Brans
tuesday 13-15,A1.06,Reflectie op de digitale cultuur,Tutorial 1,Goven Curfs
tuesday 13-15,A1.08,Netwerken en systeembeveiliging,Lab 4,Mattijs Baudoin
tuesday 13-15,A1.08,Netwerken en systeembeveiliging,Lab 4,Jaro Essink
tuesday 13-15,A1.08,Netwerken en systeembeveiliging,Lab 4,Alexandra Wijnsma
tuesday 13-15,A1.08,Netwerken en systeembeveiliging,Lab 4,Jarik Blikman
tuesday 13-15,A1.10,Empty,,
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Caressa van Roemburg
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Christoffel 't Jong
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Johannes van der Plaats
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Jos van der Zwet
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Titia Korbee
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Mellisa Leemburg
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Leo van Amerongen
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Gonca Stroo
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Noa Slangen
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Saba Bhaggoe
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Desiree Potgieter
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Dineke Valster
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Abdeslam Ridderhof
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Marije de Vreeze
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Kely Borg
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Nanet van Osta
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Miko Kalpoe
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Ouidad van Hall
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Tariq Bood
tuesday 13-15,B0.201,Programmeren in Java 2,Lab 4,Rahim Kienhuis
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Silvy Schrauwen
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Pearl van der Leek
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Christoffel 't Jong
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Chesney Autar
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Ferhan van der Gulik
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Nanette te Braak
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Gidon Baetsen
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Maron Miedema
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Nuriye Kooijmans
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Djura Kol
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Nygel Vaatstra
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Vasco Waninge
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Doede Duiveman
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Diemer Fokkens
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Emme Udo
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Elske van Suijlekom
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Vesna Nijs
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Rieke Odijk
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Marck Wijngaarden
tuesday 13-15,C0.110,Moderne Databases,Lab 2,Frederic IJkema
tuesday 13-15,C1.112,Zoeken sturen en bewegen,Lab 3,Rins Oosterbeek
tuesday 13-15,C1.112,Zoeken sturen en bewegen,Lab 3,Gustaaf Poldervaart
tuesday 13-15,C1.112,Zoeken sturen en bewegen,Lab 3,Jonah Teuben
tuesday 13-15,C1.112,Zoeken sturen en bewegen,Lab 3,Cemil van Barneveld
tuesday 13-15,C1.112,Zoeken sturen en bewegen,Lab 3,Marnik Imthorn
tuesday 13-15,C1.112,Zoeken sturen en bewegen,Lab 3,Buck Lantinga
tuesday 13-15,C1.112,Zoeken sturen en bewegen,Lab 3,Shan Rokx
tuesday 13-15,C1.112,Zoeken sturen en bewegen,Lab 3,Doede Duiveman
tuesday 13-15,C1.112,Zoeken sturen en bewegen,Lab 3,Jurrian Fekkes
tuesday 13-15,C1.112,Zoeken sturen en bewegen,Lab 3,Jos van der Zwet
tuesday 13-15,C1.112,Zoeken sturen en bewegen,Lab 3,Shauny van Hezik
tuesday 13-15,C1.112,Zoeken sturen en bewegen,Lab 3,Emme Udo
tuesday 15-17,A1.04,Data Mining,Lecture 1,Deejay van der Geer
tuesday 15-17,A1.04,Data Mining,Lecture 1,Michal Hooiveld
tuesday 15-17,A1.04,Data Mining,Lecture 1,Kamil Streefland
tuesday 15-17,A1.04,Data Mining,Lecture 1,Sayfeddine Bruijnes
tuesday 15-17,A1.04,Data Mining,Lecture 1,Theadora Besemer
tuesday 15-17,A1.04,Data Mining,Lecture 1,Rivelino Goor
tuesday 15-17,A1.04,Data Mining,Lecture 1,Andre Putters
tuesday 15-17,A1.04,Data Mining,Lecture 1,Mahmud Heller
tuesday 15-17,A1.04,Data Mining,Lecture 1,Marise Zonneveld
tuesday 15-17,A1.04,Data Mining,Lecture 1,Remon Kost
tuesday 15-17,A1.04,Data Mining,Lecture 1,Brigitta Diallo
tuesday 15-17,A1.04,Data Mining,Lecture 1,Jayme van Eeuwijk
tuesday 15-17,A1.04,Data Mining,Lecture 1,Rins Oosterbeek
tuesday 15-17,A1.04,Data Mining,Lecture 1,Nordin Geboers
tuesday 15-17,A1.04,Data Mining,Lecture 1,Kyan Jankie
tuesday 15-17,A1.04,Data Mining,Lecture 1,Talha Vermeeren
tuesday 15-17,A1.04,Data Mining,Lecture 1,Yanick Abbing
tuesday 15-17,A1.04,Data Mining,Lecture 1,Kavish Versteeg
tuesday 15-17,A1.04,Data Mining,Lecture 1,Ard Tielemans
tuesday 15-17,A1.04,Data Mining,Lecture 1,Ouidad van Hall
tuesday 15-17,A1.04,Data Mining,Lecture 1,Herwin Ester
tuesday 15-17,A1.04,Data Mining,Lecture 1,Jarik Blikman
tuesday 15-17,A1.04,Data Mining,Lecture 1,Ans van Montfort
tuesday 15-17,A1.04,Data Mining,Lecture 1,Johannus van Bavel
