Tijdslot,Zaal,Vak,Activiteit,Student
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Bjorn Leijen
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Virginie Brunsveld
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Daisy van der Klei
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Sanne van Sleeuwen
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Jorren Modderkolk
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Sharan Baselmans
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Edin Bastings
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Jenske Jongejan
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Miquel Metzelaar
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Titia Korbee
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Marcellus Mijnheer
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Matthijs Pleiter
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Ard Tielemans
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Wichard Hospers
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Fatime Rodenburg
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Buck Lantinga
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Matz Koning
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Ravi Bauer
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Jos Welling
monday 9-11,A1.04,Collectieve Intelligentie,Lab 2,Inger Notermans
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Harke Wester
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Casimir Overbeeke
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Felien Uitslag
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Daisy van der Klei
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Ylse Klarenbeek
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Aya Woertman
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Titia Korbee
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Liedeke van Bezooijen
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Miquel Metzelaar
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Inger Notermans
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Marco Bloemert
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Kimmy Kesteloo
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Harwin van Loon
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Femia Brink
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Marije de Vreeze
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Emme Udo
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Fatime Rodenburg
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Sanne van Sleeuwen
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Sharan Baselmans
monday 9-11,A1.06,Collectieve Intelligentie,Tutorial 3,Virginie Brunsveld
monday 9-11,A1.08,Data Mining,Lab 3,Nordin Geboers
monday 9-11,A1.08,Data Mining,Lab 3,Rins Oosterbeek
monday 9-11,A1.08,Data Mining,Lab 3,Ard Tielemans
monday 9-11,A1.08,Data Mining,Lab 3,Jayme van Eeuwijk
monday 9-11,A1.08,Data Mining,Lab 3,Ciske van Kalsbeek
monday 9-11,A1.08,Data Mining,Lab 3,Ans van Montfort
monday 9-11,A1.08,Data Mining,Lab 3,Kavish Versteeg
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Wafa Bart
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Angle Berentsen
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Emil Bergmans
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Saba Bhaggoe
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Monika Blikman
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Amadou Boekema
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Jeremey Bontenbal
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Renze Brink
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Nyncke Brinks
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Ethan Broer
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Sayfeddine Bruijnes
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Rika Buizer
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Donna Buurma
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Yde Christiaens
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Jonas Crombach
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Linne de Zoete
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Mattie Eisinga
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Ludovicus Eissens
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Geerten Elschot
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Dinah Ensink
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Deacon Gielissen
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Eylem Haas
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Berdina Heijman
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Rino Jacob
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Le Janga
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Tamar Jongbloed
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Chrystel Kalshoven
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Esme Karim
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Rahim Kienhuis
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Evelyn Koelemij
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Sharen Kortlever
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Ngoc Kropman
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Esperanza Kwee
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Nadeem Lagendijk
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Yi Luten
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Pim Machielsen
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Valery Majoor
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Dorenda Malestein
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Jo-Anne Modderkolk
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Lamia Mok
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Shannon Mullenders
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Doetje Munsters
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Juliet Noordzij
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Romaisa Oostvogels
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Luca Pereira
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Kaoutar Philips
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Giedo Planken
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Matthijs Pleiter
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Zahir Poepjes
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Timo Postuma
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Karam Rinkel
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Jennie Roozendaal
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Jackson Scherpenzeel
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Levien Selten
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Marrit Speelman
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Tom Stokkel
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Kamil Streefland
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Elbertus Tamis
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Skye Tas
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Maan ten Pas
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Rochelle Thielen
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Sarena Tjeerdsma
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Samentha Toren
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Said van Aalderen
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Cherilyn van Amelsvoort
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Rayen van de Kruijs
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Paulette van de Wardt
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Btissam van den Boer
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Cyrano van den Eijnde
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Amos van den Oord
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Graciella van der Plas
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Darian van der Steege
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Naciye van Eert
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Wytse van Geest
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Walther van Halteren
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Shauny van Hezik
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Meta van Marle
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Borre van Ruler
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Samah van 't Oever
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Renco van Weel
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Jort Vries
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Evelina Wensing
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Djamilla Wesselink
monday 9-11,A1.10,Kansrekenen 2,Lecture 2,Fransiscus Zagers
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Sharan Baselmans
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Mattijs Baudoin
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Amadou Boekema
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Lucienne Caris
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Abdelkader Gijbels
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Yalda Grootenboer
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Dana Hoeksema
monday 9-11,B0.201,Compilerbouw,Tutorial 2,George Knuiman
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Evelyn Koelemij
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Thijn Kooyman
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Titia Korbee
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Federico Levels
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Noud Menke
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Bodie Metselaar
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Aart Pothuizen
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Eleanora Rovers
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Patricia Sier
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Olaf Sterenberg
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Jonah Teuben
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Tom Truijen
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Emircan van de Bunt
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Daisy van der Klei
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Geerte van der Meij
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Scotty van der Stoel
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Carmela van Gerwen
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Enrico van Triest
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Solomon Verhorst
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Arnela Visch
monday 9-11,B0.201,Compilerbouw,Tutorial 2,Yunus Westera
monday 9-11,C0.110,Bioinformatica,Lab 3,Bodie Metselaar
monday 9-11,C0.110,Bioinformatica,Lab 3,Shakir Paauwe
monday 9-11,C0.110,Bioinformatica,Lab 3,Patricia Sier
monday 9-11,C0.110,Bioinformatica,Lab 3,Leida van de Ridder
monday 9-11,C0.110,Bioinformatica,Lab 3,Fedoua van Poorten
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Sayfeddine Bruijnes
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Sanna van Wiggen
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Alexandre de Olde
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Cherissa Koudijs
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Cheyenna Reuvekamp
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Xanne Slob
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Marilene van Santen
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Shawny van de Pol
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Sharan Baselmans
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Christiaan van Zon
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Roan Meulmeester
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Yvan Lau
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Virginie Brunsveld
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Bo Hilhorst
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Tarah Broerse
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Wieke de Leest
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Chloe Vermanen
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Marssae Joseph
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Sohrab Geers
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Thyrza Blik
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Wichard Stienen
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Wichard Hospers
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Ilana Philippi
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Yanick Abbing
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Demelza van Kommer
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Tarik van Vloten
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Jackson Scherpenzeel
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Danique Knibbe
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Quido Deniz
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Chaimae Swiers
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Naciye van Eert
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Enes Siemonsma
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Nikie Kreijkes
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Xiao Teekens
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Mattijs Baudoin
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Chrystel Kalshoven
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Catherine Hoornstra
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Juliette Kant
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Maritha van der Niet
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Tom Stokkel
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Sahar Hamstra
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,El van Rosmalen
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Daisy van der Klei
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Rein Leidelmeijer
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Abdelkader Gijbels
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Geurt Nuiten
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Tjalle ten Pas
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Stein Zweekhorst
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Dorenda Malestein
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Boy Dibbets
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Meta van Marle
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Sarena Tjeerdsma
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Malcolm Looij
monday 9-11,C1.112,Lineaire Algebra,Lecture 1,Cyrano van den Eijnde
monday 11-13,A1.04,Compilerbouw,Lab 2,Martin Avci
monday 11-13,A1.04,Compilerbouw,Lab 2,Sharan Baselmans
monday 11-13,A1.04,Compilerbouw,Lab 2,Mattijs Baudoin
monday 11-13,A1.04,Compilerbouw,Lab 2,Amadou Boekema
monday 11-13,A1.04,Compilerbouw,Lab 2,Lucienne Caris
monday 11-13,A1.04,Compilerbouw,Lab 2,Gradus Dams
monday 11-13,A1.04,Compilerbouw,Lab 2,Doede Duiveman
monday 11-13,A1.04,Compilerbouw,Lab 2,Yalda Grootenboer
monday 11-13,A1.04,Compilerbouw,Lab 2,George Knuiman
monday 11-13,A1.04,Compilerbouw,Lab 2,Federico Levels
monday 11-13,A1.04,Compilerbouw,Lab 2,Valery Majoor
monday 11-13,A1.04,Compilerbouw,Lab 2,Bodie Metselaar
monday 11-13,A1.04,Compilerbouw,Lab 2,Redouane Paijmans
monday 11-13,A1.04,Compilerbouw,Lab 2,Stephano Popma
monday 11-13,A1.04,Compilerbouw,Lab 2,Aart Pothuizen
monday 11-13,A1.04,Compilerbouw,Lab 2,Patricia Sier
monday 11-13,A1.04,Compilerbouw,Lab 2,Sanja Tas
monday 11-13,A1.04,Compilerbouw,Lab 2,Nanette te Braak
monday 11-13,A1.04,Compilerbouw,Lab 2,Tom Truijen
monday 11-13,A1.04,Compilerbouw,Lab 2,Nygel Vaatstra
monday 11-13,A1.04,Compilerbouw,Lab 2,Emircan van de Bunt
monday 11-13,A1.04,Compilerbouw,Lab 2,Jos van der Zwet
monday 11-13,A1.04,Compilerbouw,Lab 2,Carmela van Gerwen
monday 11-13,A1.04,Compilerbouw,Lab 2,Meta van Marle
monday 11-13,A1.04,Compilerbouw,Lab 2,Leon van Maurik
monday 11-13,A1.04,Compilerbouw,Lab 2,Sien van Plateringen
monday 11-13,A1.04,Compilerbouw,Lab 2,Dragana van Ruitenbeek
monday 11-13,A1.04,Compilerbouw,Lab 2,Matisse Weij
monday 11-13,A1.04,Compilerbouw,Lab 2,Yunus Westera
monday 11-13,A1.06,Bioinformatica,Lecture 2,Ludovicus Eissens
monday 11-13,A1.06,Bioinformatica,Lecture 2,Paulette Hunting
monday 11-13,A1.06,Bioinformatica,Lecture 2,Owen Jama
monday 11-13,A1.06,Bioinformatica,Lecture 2,Pleun ter Heide
monday 11-13,A1.06,Bioinformatica,Lecture 2,Jetty van Putten
monday 11-13,A1.06,Bioinformatica,Lecture 2,Herwin Ester
monday 11-13,A1.06,Bioinformatica,Lecture 2,Bodie Metselaar
monday 11-13,A1.06,Bioinformatica,Lecture 2,Valery Majoor
monday 11-13,A1.06,Bioinformatica,Lecture 2,Sarena Tjeerdsma
monday 11-13,A1.06,Bioinformatica,Lecture 2,Leida van de Ridder
monday 11-13,A1.06,Bioinformatica,Lecture 2,Mouna Lathouwers
monday 11-13,A1.06,Bioinformatica,Lecture 2,Demelza van Kommer
monday 11-13,A1.06,Bioinformatica,Lecture 2,Cyrina Brasser
monday 11-13,A1.06,Bioinformatica,Lecture 2,Keely Ursem
monday 11-13,A1.06,Bioinformatica,Lecture 2,Shawny van de Pol
monday 11-13,A1.06,Bioinformatica,Lecture 2,Resul Kuijpers
monday 11-13,A1.06,Bioinformatica,Lecture 2,Yde Christiaens
monday 11-13,A1.06,Bioinformatica,Lecture 2,Djura Kol
monday 11-13,A1.06,Bioinformatica,Lecture 2,Jurre van de Sanden
monday 11-13,A1.06,Bioinformatica,Lecture 2,Romaisa Oostvogels
monday 11-13,A1.06,Bioinformatica,Lecture 2,Jos van der Zwet
monday 11-13,A1.06,Bioinformatica,Lecture 2,Ilyass Broeks
monday 11-13,A1.06,Bioinformatica,Lecture 2,Jarik Blikman
monday 11-13,A1.06,Bioinformatica,Lecture 2,Abdul van der Meeren
monday 11-13,A1.06,Bioinformatica,Lecture 2,Shakir Paauwe
monday 11-13,A1.06,Bioinformatica,Lecture 2,Vasco Waninge
monday 11-13,A1.06,Bioinformatica,Lecture 2,Jonah Teuben
monday 11-13,A1.06,Bioinformatica,Lecture 2,Fatime Rodenburg
monday 11-13,A1.06,Bioinformatica,Lecture 2,Roma Rotgans
monday 11-13,A1.06,Bioinformatica,Lecture 2,Sola Droog
monday 11-13,A1.06,Bioinformatica,Lecture 2,Jacko Wobbes
monday 11-13,A1.06,Bioinformatica,Lecture 2,Patricia Sier
monday 11-13,A1.06,Bioinformatica,Lecture 2,Fedoua van Poorten
monday 11-13,A1.06,Bioinformatica,Lecture 2,Hanan Lathouwers
monday 11-13,A1.06,Bioinformatica,Lecture 2,Ard Tielemans
monday 11-13,A1.06,Bioinformatica,Lecture 2,Raven Elissen
monday 11-13,A1.06,Bioinformatica,Lecture 2,Diemer Fokkens
monday 11-13,A1.06,Bioinformatica,Lecture 2,Samyra Çetin
monday 11-13,A1.06,Bioinformatica,Lecture 2,Kaoutar Philips
monday 11-13,A1.06,Bioinformatica,Lecture 2,Yuri van Mourik
monday 11-13,A1.06,Bioinformatica,Lecture 2,Haroun Lemaire
monday 11-13,A1.06,Bioinformatica,Lecture 2,Jo-Anne Modderkolk
monday 11-13,A1.06,Bioinformatica,Lecture 2,Nermin Talhaoui
monday 11-13,A1.06,Bioinformatica,Lecture 2,Corry Kroonen
monday 11-13,A1.06,Bioinformatica,Lecture 2,Julot van Teeffelen
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Juliet Noordzij
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Neele Veeke
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Yarah Roest
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Sien van Plateringen
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Lysbeth Keuken
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Nurcan Fennis
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Virginie Brunsveld
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Nuriye Kooijmans
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Djura Kol
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Micha van Maarseveen
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Patryk van de Kraats
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Rieke Odijk
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Silvy Schrauwen
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Ceciel Kentie
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Chesney Autar
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Maryam Wiegmans
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Frederic IJkema
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Annigje Prinssen
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Maron Miedema
monday 11-13,A1.08,Moderne Databases,Tutorial 1,Diemer Fokkens
monday 11-13,A1.10,Software engineering,Tutorial 2,Ethan Broer
monday 11-13,A1.10,Software engineering,Tutorial 2,Hailey Claassen
monday 11-13,A1.10,Software engineering,Tutorial 2,Yana de Looff
monday 11-13,A1.10,Software engineering,Tutorial 2,Brigitta Diallo
monday 11-13,A1.10,Software engineering,Tutorial 2,Ko Droste
monday 11-13,A1.10,Software engineering,Tutorial 2,Brecht Eeltink
monday 11-13,A1.10,Software engineering,Tutorial 2,Catharinus Eggermont
monday 11-13,A1.10,Software engineering,Tutorial 2,Ludovicus Eissens
monday 11-13,A1.10,Software engineering,Tutorial 2,Ynze Freriks
monday 11-13,A1.10,Software engineering,Tutorial 2,Rosali Heikoop
monday 11-13,A1.10,Software engineering,Tutorial 2,Esmee Hooijmaijers
monday 11-13,A1.10,Software engineering,Tutorial 2,Frederic IJkema
monday 11-13,A1.10,Software engineering,Tutorial 2,Tamar Jongbloed
monday 11-13,A1.10,Software engineering,Tutorial 2,Hanan Lathouwers
monday 11-13,A1.10,Software engineering,Tutorial 2,Bjorn Leijen
monday 11-13,A1.10,Software engineering,Tutorial 2,Haroun Lemaire
monday 11-13,A1.10,Software engineering,Tutorial 2,Fredrika Lopez
monday 11-13,A1.10,Software engineering,Tutorial 2,Dorenda Malestein
monday 11-13,A1.10,Software engineering,Tutorial 2,Lamia Mok
monday 11-13,A1.10,Software engineering,Tutorial 2,Romy Piek
monday 11-13,A1.10,Software engineering,Tutorial 2,Kimm Rienks
monday 11-13,A1.10,Software engineering,Tutorial 2,Karam Rinkel
monday 11-13,A1.10,Software engineering,Tutorial 2,Krijntje Rombout
monday 11-13,A1.10,Software engineering,Tutorial 2,Angelica Sarikaya
monday 11-13,A1.10,Software engineering,Tutorial 2,Imran Scheffers
monday 11-13,A1.10,Software engineering,Tutorial 2,Rachell Smallegange
monday 11-13,A1.10,Software engineering,Tutorial 2,Nermin Talhaoui
monday 11-13,A1.10,Software engineering,Tutorial 2,Peter-Jan van Amersfoort
monday 11-13,A1.10,Software engineering,Tutorial 2,Liedeke van Bezooijen
monday 11-13,A1.10,Software engineering,Tutorial 2,Ouidad van Hall
monday 11-13,A1.10,Software engineering,Tutorial 2,Ycel van Kasteel
monday 11-13,A1.10,Software engineering,Tutorial 2,Priscillia van Voorden
monday 11-13,A1.10,Software engineering,Tutorial 2,Jorian van Zijderveld
monday 11-13,A1.10,Software engineering,Tutorial 2,Jos Welling
monday 11-13,A1.10,Software engineering,Tutorial 2,Eyup Wesselman
monday 11-13,C0.110,Autonomous Agents 2,Tutorial 3,Deacon Gielissen
monday 11-13,C0.110,Autonomous Agents 2,Tutorial 3,Rhona Vromans
monday 11-13,C1.112,Autonomous Agents 2,Lab 3,Abdallah Beulen
monday 11-13,C1.112,Autonomous Agents 2,Lab 3,Roan Meulmeester
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Mattijs Baudoin
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Jarik Blikman
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Amadou Boekema
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Kathryn de Jongste
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Quido Deniz
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Rijkje Groote
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Sergio Hijdra
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Devon Keijser
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Yee Koppers
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Fynn Krabbe
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Buck Lantinga
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Vincentius Pater
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Marrit Speelman
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Xiao Teekens
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Hedwich Toetenel
monday 13-15,A1.04,Interactie-ontwerp,Lecture 2,Jacky van Apeldoorn
